customer_id,company,industry,country,signup_date,plan_level,billing_cycle,monthly_revenue,active_days,feature_usage_score,support_tickets,acquisition_channel,last_login_days_ago,nps_score,churned
1645,Zendesk,Real Estate,Australia,6/24/2024,Basic,ANNUAL,$330.71 ,1,27%,4,Google Ads,28,4,1
1651,Zendesk,Healthcare,Australia,10/15/2024,Free,Monthly,$35.60 ,24,70%,7,Referral,28,4,1
1755,Salesforce,E-commerce,DE,5/17/2024,Free,Monthly,€36.56,16,45%,4,Organic,29,4,1
1844,DataNest,FinTech,UK,11/27/2024,Free,Monthly,£8.57,6,58%,4,Referral,29,4,1
1954,Stripe,Healthcare,U.S.A.,5/22/2024,Basic,monthly,$140.83 ,5,30%,4,Google Ads,30,4,1
1800,Notion,Marketing,U.K.,8/15/2024,Basic,monthly,£160.05,1,53%,3,google ads,31,4,1
1154,DataNest,Real Estate,DE,6/17/2024,Free,Monthly,€0.43,12,42%,3,Organic,34,4,1
1519,Cloudify,Marketing,USA,22-12-2024,Pro,Monthly,$413.54 ,29,41%,4,Google Ads,18,4,0
1076,Cloudify,Real Estate,USA,8/1/2024,Basic,ANNUAL,$17.72 ,29,53%,1,Referral,32,4,0
1418,HubSpot,E-commerce,USA,12/27/2024,Basic,Monthly,$106.15 ,28,49%,5,Google Ads,11,4,0
1722,MarketPro,Education,USA,6/3/2024,Free,Monthly,$20.08 ,28,14%,5,google ads,41,4,0
1062,DataNest,Real Estate,UK,10/7/2024,Free,Monthly,£2.88,28,30%,4,Organic,10,4,0
1082,Zendesk,Real Estate,USA,9/14/2024,Free,monthly,$13.53 ,28,56%,2,Organic,30+,4,0
1392,HubSpot,E-commerce,USA,10/20/2024,Free,Monthly,$0.58 ,22,71%,9,Organic,55,4,1
1220,Cloudify,Healthcare,USA,8/23/2024,Basic,Annual,$42.93 ,16,25%,8,Organic,55,4,1
1563,HubSpot,Marketing,UK,27-04-2024,Free,Monthly,£1.55,2,69%,5,Organic,42,4,1
1003,Zendesk,Real Estate,USA,3/23/2024,Free,monthly,$1.46 ,30,58%,6,Organic,42,4,1
1455,MarketPro,Healthcare,Canada,2/10/2024,Free,Monthly,$10.69 ,20,57%,2,Organic,42,4,1
1386,HubSpot,Healthcare,United Kingdom,15-01-2024,Free,Monthly,£0.78,5,33%,5,Organic,37,4,1
1200,DataNest,Marketing,Germany,4/12/2024,Basic,monthly,€9.84,21,33%,5,google ads,37,4,1
1074,Stripe,Marketing,Canada,10/22/2024,Free,monthly,$38.30 ,26,35%,6,Organic,12,4,0
1812,Notion,Real Estate,U.K.,21-05-2024,Basic,ANNUAL,£129.19,3,70%,4,google ads,22,4,1
2102,Stripe,Marketing,America,11/2/2024,Free,monthly,$14.59 ,10+,27%,4,Organic,22,4,1
1866,Stripe,FinTech,America,12/8/2024,Basic,Monthly,"$6,930.27 ",26,48%,6,google ads,13,4,0
1508,MarketPro,Marketing,Canada,2/17/2024,Free,Monthly,$4.97 ,3,3%,7,Google Ads,22,4,1
1545,Zendesk,Real Estate,USA,2/20/2024,Free,monthly,$0.86 ,1,25%,6,Organic,23,4,1
1342,Salesforce,E-commerce,Germany,12/23/2024,Free,monthly,€9.23,26,8%,3,Google Ads,24,4,1
1596,Zendesk,SaaS,USA,11/11/2024,Free,Monthly,$3.91 ,5,26%,9,Referral,24,4,1
1421,FinCorp,Education,UK,2/6/2024,Basic,ANNUAL,£425.01,22,22%,9,google ads,25,4,1
1801,DataNest,SaaS,UK,6/14/2024,Free,Monthly,£36.62,28,29%,6,Google Ads,25,4,1
1078,Salesforce,Real Estate,USA,3/16/2024,Free,monthly,$7.95 ,26,39%,2,Google Ads,12,4,0
1088,FinCorp,Marketing,U.K.,12/9/2024,Free,Monthly,£15.2,10+,3%,7,LinkedIn Ads,25,4,1
2073,Salesforce,Marketing,DE,17-09-2024,Free,Monthly,€28.81,19,66%,8,Organic,25,4,1
1764,MarketPro,Real Estate,USA,6/16/2024,Free,Monthly,$9.74 ,26,61%,3,Organic,26,4,1
2174,FinCorp,Marketing,USA,10/15/2024,Free,Monthly,$24.22 ,29,28%,8,Referral,26,4,1
2053,MarketPro,Real Estate,Australia,9/10/2024,Free,Monthly,$6.02 ,25,9%,10,google ads,26,4,1
1217,Stripe,Healthcare,America,6/10/2024,Free,Monthly,$20.18 ,28,65%,8,Organic,27,4,1
2190,DataNest,Education,DE,8/10/2024,Free,Monthly,€2.67,4,74%,7,Organic,27,4,1
1745,Zendesk,FinTech,USA,3/5/2024,Free,monthly,$16.31 ,17,62%,8,Organic,27,4,1
1760,FinCorp,FinTech,United Kingdom,6/13/2024,Free,Monthly,£3.48,19,34%,4,Google Ads,28,4,1
1355,Notion,Real Estate,USA,6/21/2024,Basic,monthly,$147.43 ,5,63%,6,google ads,28,4,1
1731,Cloudify,E-commerce,UK,10/18/2024,Free,Monthly,£1.16,1,31%,10,Organic,28,4,1
1680,HubSpot,Real Estate,USA,1/7/2024,Free,Monthly,$16.14 ,28,34%,16,google ads,28,4,1
1144,Cloudify,Healthcare,India,1/2/2024,Free,Monthly,$2.34 ,1,8%,6,LinkedIn Ads,29,4,1
1358,DataNest,Education,UK,4/9/2024,Free,monthly,£12.4,10,35%,7,Organic,30,4,1
2119,HubSpot,SaaS,UK,7/5/2024,Free,Monthly,£7.16,2,32%,5,Organic,30,4,1
2027,MarketPro,FinTech,USA,3/6/2024,Basic,Monthly,$65.51 ,5,44%,7,google ads,30,4,1
2088,Notion,Real Estate,U.K.,8/8/2024,Free,Monthly,£9.95,12,48%,8,Organic,30,4,1
1095,MarketPro,E-commerce,USA,12/5/2024,Basic,Monthly,$149.33 ,13,69%,6,Direct,52,4,1
1306,Stripe,Education,America,2/7/2024,Free,Monthly,$13.79 ,9,13%,5,google ads,52,4,1
1432,FinCorp,Marketing,DE,19-09-2024,Basic,monthly,€17.61,24,57%,5,Organic,31,4,0
1708,Stripe,Marketing,U.S.A.,1/11/2024,Free,Monthly,$3.23 ,10+,25%,4,Organic,52,4,1
1802,Zendesk,FinTech,Australia,10/2/2024,Free,Monthly,$2.92 ,10+,44%,3,Referral,33,4,1
2193,Cloudify,SaaS,USA,6/21/2024,Basic,monthly,$183.79 ,3,117%,4,Organic,33,4,1
1824,Stripe,SaaS,USA,6/13/2024,Free,Monthly,$7.72 ,13,27%,5,Google Ads,36,4,1
1349,Notion,SaaS,UK,10/2/2024,Free,Monthly,£52.3,15,4%,7,google ads,36,4,1
1859,DataNest,Real Estate,UK,7/16/2024,Free,Monthly,£1.64,7,40%,9,google ads,36,4,1
2064,Zendesk,Real Estate,USA,11/26/2024,Free,Monthly,$9.18 ,18,14%,11,Google Ads,37,4,1
1186,FinCorp,FinTech,U.K.,10/20/2024,Free,Monthly,£1.78,15,3%,8,Referral,39,4,1
1715,Salesforce,Education,DE,1/1/2024,Free,Monthly,€2.2,27,2%,3,Google Ads,40,4,1
1948,HubSpot,SaaS,USA,12/17/2024,Free,Monthly,$11.92 ,10+,36%,4,google ads,41,4,1
1157,HubSpot,Marketing,UK,6/13/2024,Free,Monthly,£2.24,25,37%,8,Google Ads,42,4,1
1972,FinCorp,Healthcare,U.K.,7/13/2024,Free,Monthly,£1.1,5,18%,6,Organic,42,4,1
2186,Cloudify,Real Estate,India,8/1/2024,Free,Monthly,$4.71 ,10+,20%,4,Google Ads,43,4,1
1092,FinCorp,E-commerce,DE,8/2/2024,Free,Monthly,€9.27,19,2%,8,Organic,43,4,1
1927,HubSpot,FinTech,UK,2/9/2024,Free,Monthly,£27.82,13,44%,7,Google Ads,44,4,1
1170,FinCorp,Marketing,India,10/2/2024,Free,monthly,$31.59 ,30,38%,6,Organic,45,4,1
1170,FinCorp,Marketing,India,10/2/2024,Free,monthly,$31.59 ,30,38%,6,Organic,45,4,1
1321,FinCorp,Real Estate,U.K.,7/3/2024,Free,Monthly,£37.16,8,4%,7,Organic,45,4,1
1999,DataNest,SaaS,DE,5/22/2024,Free,monthly,€1.84,25,19%,7,google ads,45,4,1
1903,Salesforce,Healthcare,DE,25-03-2024,Free,monthly,€14.98,23,65%,4,Referral,23,4,0
2132,Notion,FinTech,U.K.,5/27/2024,Free,Monthly,£15.05,1,7%,8,google ads,46,4,1
1754,Cloudify,FinTech,USA,4/1/2024,Free,Monthly,$20.84 ,10+,21%,6,Organic,46,4,1
1852,Notion,Marketing,Germany,14-03-2024,Free,Monthly,€9.3,23,18%,6,Google Ads,46,4,1
1034,FinCorp,FinTech,USA,3/2/2024,Free,monthly,$10.92 ,6,30%,7,Organic,46,4,1
1378,Zendesk,Education,Australia,12/3/2024,Free,Monthly,$31.05 ,22,40%,2,Google Ads,48,4,1
1396,Cloudify,Education,UK,6/18/2024,Free,monthly,£6.14,10+,8%,5,google ads,49,4,1
2062,DataNest,SaaS,DE,6/3/2024,Free,Monthly,€2.41,74,3%,7,Google Ads,50,4,1
1950,Stripe,E-commerce,U.S.A.,8/3/2024,Free,Monthly,$7.47 ,13,6%,13,Google Ads,50,4,1
1558,Cloudify,Education,India,24-05-2024,Free,Monthly,$36.15 ,10+,20%,5,Organic,51,4,1
1022,Salesforce,E-commerce,DE,21-06-2024,Free,Monthly,€1.86,27,28%,4,google ads,52,4,1
1894,HubSpot,Education,United Kingdom,25-03-2024,Free,Monthly,£3.15,9,8%,12,Google Ads,52,4,1
1347,Notion,Marketing,Germany,9/28/2024,Free,Monthly,€7.04,22,7%,5,google ads,22,4,0
1428,Cloudify,FinTech,USA,7/22/2024,Free,Monthly,$6.38 ,10+,43%,9,google ads,53,4,1
1109,Cloudify,Real Estate,UK,16-06-2024,Free,Monthly,£9.99,19,21%,6,Organic,54,4,1
2166,Stripe,Real Estate,America,4/4/2024,Free,Monthly,$0.45 ,24,30%,6,Google Ads,54,4,1
1109,Cloudify,Real Estate,UK,16-06-2024,Free,Monthly,£9.99,19,21%,6,Organic,54,4,1
2153,Cloudify,Real Estate,UK,8/3/2024,Free,Monthly,£50.55,1,40%,7,google ads,55,4,1
1409,Cloudify,E-commerce,UK,6/4/2024,Free,monthly,£24.81,24,42%,6,Organic,56,4,1
1162,FinCorp,Marketing,America,1/19/2024,Free,Monthly,$18.52 ,26,23%,8,Referral,56,4,1
1574,Notion,Marketing,U.K.,8/11/2024,Free,monthly,£7.99,14,10%,11,google ads,58,4,1
1657,Cloudify,Healthcare,USA,4/17/2024,Free,Monthly,$18.93 ,16,19%,13,google ads,58,4,1
2060,MarketPro,FinTech,Canada,16-10-2024,Free,Monthly,$66.97 ,10+,15%,5,Google Ads,59,4,1
1329,FinCorp,FinTech,USA,6/20/2024,Basic,Monthly,$126.82 ,7,3%,6,Google Ads,59,4,1
1977,Zendesk,Education,Australia,28-04-2024,Free,monthly,$10.00 ,2,34%,6,google ads,59,4,1
1457,Notion,Real Estate,U.K.,5/3/2024,Basic,Monthly,£107.07,10+,26%,0,google ads,30+,4,1
2181,DataNest,FinTech,UK,4/2/2024,Free,monthly,£24.57,22,47%,5,Organic,30+,4,1
1016,MarketPro,Real Estate,Canada,4/5/2024,Free,monthly,$79.63 ,14,68%,6,Referral,34,4,1
1252,Stripe,E-commerce,U.S.A.,9/15/2024,Basic,Annual,$192.99 ,21,25%,4,google ads,24,4,0
1360,Zendesk,Marketing,Australia,10/13/2024,Free,Monthly,$8.09 ,25,39%,7,Organic,34,4,1
1362,Notion,E-commerce,UK,3/12/2024,Basic,Monthly,£138.9,21,49%,2,Google Ads,34,4,0
1769,FinCorp,SaaS,DE,2/9/2024,Basic,ANNUAL,€91.29,25,26%,5,Organic,34,4,1
2012,Zendesk,SaaS,Australia,11/23/2024,Basic,Annual,$108.30 ,21,40%,5,google ads,34,4,1
2047,FinCorp,FinTech,U.S.A.,11/4/2024,Free,Monthly,$4.03 ,10+,3%,5,LinkedIn Ads,34,4,1
1591,FinCorp,Education,U.S.A.,10/6/2024,Basic,Monthly,$39.34 ,29,25%,7,Google Ads,30+,4,1
2061,FinCorp,Education,Germany,3/17/2024,Free,monthly,€21.69,18,31%,8,Organic,30+,4,1
2109,Zendesk,E-commerce,Australia,6/1/2024,Free,Monthly,$7.08 ,20,59%,8,Organic,30+,4,1
1287,MarketPro,Healthcare,USA,6/28/2024,Free,monthly,$31.06 ,20,70%,5,Referral,27,4,0
2177,HubSpot,Healthcare,UK,10/15/2024,Free,Monthly,£1.59,4,61%,4,Organic,30+,4,1
1846,MarketPro,Education,USA,11/22/2024,Basic,ANNUAL,$107.56 ,20,66%,4,Google Ads,2,4,0
2192,Zendesk,Marketing,Australia,12/16/2024,Free,monthly,$9.07 ,4,22%,4,google ads,30+,4,1
1089,Salesforce,Education,DE,12/16/2024,Free,Monthly,€23.76,21,31%,5,Google Ads,30+,4,1
1279,Cloudify,Marketing,USA,6/3/2024,Free,monthly,$1.74 ,12,41%,5,Google Ads,45,4,1
1427,Notion,FinTech,U.K.,10/14/2024,Free,Monthly,£22.52,30,22%,5,google ads,45,4,1
1430,Zendesk,Education,Australia,9/16/2024,Free,Monthly,$1.83 ,15,10%,5,Google Ads,45,4,1
1505,MarketPro,FinTech,Australia,10/2/2024,Free,Monthly,$3.03 ,22,2%,5,Google Ads,45,4,1
1743,DataNest,Real Estate,UK,4/19/2024,Free,monthly,£24.12,9,44%,5,google ads,30+,4,1
1245,FinCorp,Education,United Kingdom,12/9/2024,Free,monthly,£6.05,25,20%,6,Google Ads,30+,4,1
1324,DataNest,SaaS,DE,6/19/2024,Free,Monthly,€2.03,10+,131%,6,Google Ads,30+,4,1
1607,MarketPro,Education,Australia,12/13/2024,Free,monthly,$9.15 ,28,9%,6,google ads,46,4,1
1921,Zendesk,Healthcare,Australia,9/14/2024,Basic,monthly,$36.40 ,9,25%,6,Google Ads,46,4,1
1943,Salesforce,SaaS,Germany,28-09-2024,Free,monthly,€1.97,5,11%,6,Google Ads,46,4,1
2114,Salesforce,Education,USA,12/25/2024,Free,Monthly,$20.15 ,8,15%,6,Google Ads,46,4,1
2079,Zendesk,E-commerce,Australia,11/7/2024,Free,monthly,$2.64 ,21,5%,9,Google Ads,30+,4,1
2143,Cloudify,Healthcare,USA,7/3/2024,Free,Monthly,$0.07 ,12,44%,9,Organic,30+,4,1
2172,HubSpot,FinTech,UK,7/22/2024,Free,monthly,£33.45,20,18%,9,google ads,30+,4,1
1377,Cloudify,Education,USA,7/17/2024,Basic,Monthly,"$1,624.01 ",14,33%,12,Google Ads,30+,4,1
1787,DataNest,Healthcare,Germany,10/10/2024,Free,Monthly,€14.6,18,52%,4,Organic,16,4,0
1090,DataNest,Real Estate,DE,1/3/2024,Basic,Monthly,€119.82,18,51%,3,google ads,18,4,0
1395,Salesforce,SaaS,Germany,10/3/2024,Free,monthly,€0.1,17,37%,2,Organic,13,4,0
2077,FinCorp,Healthcare,Canada,4/18/2024,Basic,monthly,$14.78 ,16,16%,2,google ads,22,4,0
1453,Cloudify,FinTech,India,7/23/2024,Free,Monthly,$34.47 ,15,41%,6,Google Ads,42,4,0
2026,HubSpot,Education,United Kingdom,2/26/2024,Free,Monthly,£5.62,15,37%,8,Google Ads,31,4,0
1216,DataNest,Education,UK,26-03-2024,Basic,Monthly,£170.9,15,40%,6,Direct,10,4,0
1900,FinCorp,SaaS,Canada,10/1/2024,Free,Monthly,$7.24 ,15,43%,6,Referral,30+,4,0
1488,Cloudify,SaaS,USA,4/11/2024,Basic,Monthly,$131.63 ,15,31%,5,Organic,28,4,0
1958,MarketPro,Education,Canada,6/11/2024,Free,Monthly,$13.62 ,14,65%,8,Organic,24,4,0
1305,FinCorp,FinTech,Australia,8/28/2024,Free,monthly,$1.83 ,14,10%,1,Referral,23,4,0
1073,FinCorp,SaaS,Australia,3/20/2024,Basic,Monthly,$139.59 ,13,8%,5,google ads,24,4,0
1031,HubSpot,Education,UK,28-07-2024,Basic,Monthly,£47.6,12,43%,4,google ads,15,4,0
1275,Zendesk,FinTech,USA,20-02-2024,Free,monthly,$11.49 ,12,56%,2,Organic,30+,4,0
1164,Zendesk,FinTech,Australia,10/17/2024,Free,Monthly,$8.50 ,11,32%,3,Organic,11,4,0
1541,HubSpot,Marketing,United Kingdom,11/12/2024,Basic,Monthly,£83.54,10,31%,4,Google Ads,12,4,0
2017,Salesforce,Marketing,Germany,2/21/2024,Basic,Annual,€386.44,10,56%,4,Google Ads,17,4,0
1314,DataNest,SaaS,UK,15-03-2024,Free,Monthly,£875.5,9,36%,6,Organic,34,4,0
1816,Salesforce,E-commerce,DE,5/7/2024,Free,Monthly,€4.15,9,66%,3,Organic,24,4,0
1290,Zendesk,SaaS,USA,7/12/2024,Free,monthly,$28.93 ,7,37%,6,Organic,11,4,0
1143,MarketPro,Marketing,Canada,3/11/2024,Basic,Monthly,$227.37 ,5,41%,5,Google Ads,31,4,0
1842,Zendesk,SaaS,Australia,5/4/2024,Free,Monthly,$4.13 ,4,38%,6,Google Ads,42,4,0
1061,Salesforce,E-commerce,DE,4/26/2024,Free,monthly,€7.86,4,60%,5,Organic,15,4,0
1969,DataNest,Healthcare,UK,5/11/2024,Free,Monthly,£14.04,3,32%,1,Referral,22,4,0
1060,HubSpot,FinTech,United Kingdom,5/17/2024,Free,Monthly,£0.94,3,61%,1,Organic,31,4,0
1132,Zendesk,SaaS,Australia,28-05-2024,Free,Monthly,$13.92 ,1,72%,3,Organic,13,4,0
1410,Stripe,Healthcare,U.S.A.,13-02-2024,Free,Monthly,$8.31 ,1,66%,2,Organic,23,4,0
1783,Notion,FinTech,Germany,15-06-2024,Pro,ANNUAL,€294.82,30,65%,5,Google Ads,17,3,1
1773,Cloudify,SaaS,India,12/15/2024,Basic,Annual,$41.50 ,10+,45%,4,Referral,17,3,0
1523,Cloudify,Real Estate,India,11/6/2024,Basic,Annual,$61.35 ,10+,33%,3,Referral,20,3,0
1300,HubSpot,Marketing,United Kingdom,1/18/2024,Basic,Annual,£166.15,28,57%,3,Google Ads,33,3,0
1815,Stripe,FinTech,USA,17-02-2024,Free,monthly,$2.88 ,28,69%,1,Organic,34,3,0
1814,Salesforce,E-commerce,DE,9/1/2024,Free,Monthly,€43.05,25,68%,5,Organic,26,3,0
1676,MarketPro,Education,USA,5/27/2024,Basic,Monthly,$37.53 ,25,71%,2,google ads,21,3,0
1350,Cloudify,Real Estate,USA,5/8/2024,Free,Monthly,$32.67 ,23,13%,2,google ads,30+,3,0
2076,HubSpot,Marketing,UK,7/15/2024,Free,monthly,£16.81,22,39%,3,Google Ads,36,3,0
1242,Salesforce,Education,DE,1/8/2024,Free,Monthly,€6.94,17,27%,7,LinkedIn Ads,56,3,1
2099,Salesforce,Education,USA,4/11/2024,Free,monthly,$2.07 ,26,54%,4,Referral,34,3,1
2046,Zendesk,Marketing,Australia,5/21/2024,Free,monthly,$4.46 ,6,56%,3,Organic,34,3,1
1215,HubSpot,E-commerce,USA,3/27/2024,Free,Monthly,$2.36 ,1,30%,8,Organic,55,3,1
1677,MarketPro,SaaS,Canada,20-06-2024,Free,Monthly,$6.66 ,29,28%,3,Organic,42,3,1
1136,Zendesk,SaaS,USA,21-01-2024,Free,Monthly,$14.77 ,22,71%,5,Organic,42,3,1
1014,Notion,SaaS,UK,22-07-2024,Free,Monthly,£10.27,5,25%,6,Referral,37,3,1
1067,Salesforce,E-commerce,DE,9/16/2024,Free,Monthly,€36.12,3,14%,3,Google Ads,37,3,1
2101,Stripe,E-commerce,Canada,26-03-2024,Basic,ANNUAL,$47.48 ,30,71%,4,Google Ads,37,3,1
1524,DataNest,Real Estate,DE,25-08-2024,Free,monthly,€11.87,1,68%,7,Organic,37,3,1
1117,DataNest,Healthcare,UK,7/7/2024,Basic,monthly,£200.67,15,51%,7,google ads,37,3,1
1689,FinCorp,E-commerce,Canada,7/27/2024,Pro,Monthly,$282.36 ,25,27%,5,google ads,37,3,1
1228,Cloudify,SaaS,USA,4/1/2024,Free,Monthly,$4.42 ,30,18%,8,Google Ads,37,3,1
1650,MarketPro,FinTech,USA,8/15/2024,Free,Monthly,$4.79 ,13,36%,6,Organic,22,3,1
1120,Cloudify,E-commerce,USA,8/10/2024,Basic,Monthly,$171.20 ,1,60%,3,Organic,24,3,1
1515,Stripe,SaaS,U.S.A.,11/6/2024,Free,Monthly,$9.11 ,30,28%,7,Organic,25,3,1
1503,HubSpot,FinTech,UK,4/8/2024,Free,Monthly,£5.38,8,57%,9,Referral,25,3,1
1553,Zendesk,Real Estate,Australia,12/11/2024,Free,Monthly,$40.61 ,15,25%,9,google ads,25,3,1
1565,Stripe,Real Estate,USA,2/12/2024,Free,monthly,$14.80 ,3,18%,6,Google Ads,25,3,1
1559,MarketPro,Education,Australia,4/11/2024,Basic,Annual,$279.15 ,20,25%,9,Google Ads,26,3,1
1564,DataNest,Education,UK,11/4/2024,Free,monthly,£7.45,7,70%,5,Organic,26,3,1
1615,Stripe,FinTech,U.S.A.,13-06-2024,Free,Monthly,$2.03 ,5,32%,5,google ads,26,3,1
2191,Notion,FinTech,Germany,19-03-2024,Free,Monthly,€17.13,19,12%,8,google ads,26,3,1
1540,Salesforce,Healthcare,USA,10/23/2024,Free,Monthly,$42.67 ,9,34%,3,Organic,27,3,1
1415,Salesforce,Healthcare,DE,7/16/2024,Free,monthly,€21.77,4,38%,9,Organic,27,3,1
1313,Cloudify,Real Estate,UK,18-11-2024,Free,Monthly,£19.6,6,27%,5,Referral,28,3,1
2198,Notion,Real Estate,U.K.,12/13/2024,Free,Monthly,£7.35,3,27%,4,google ads,29,3,1
1123,Notion,FinTech,Germany,14-11-2024,Free,monthly,€18.49,30,21%,7,google ads,29,3,1
2065,Zendesk,SaaS,USA,9/3/2024,Free,monthly,$14.35 ,8,52%,8,Organic,30,3,1
2052,Cloudify,Education,India,3/6/2024,Free,monthly,$0.56 ,28,5%,4,Organic,30,3,1
1734,Zendesk,Healthcare,Australia,7/10/2024,Free,Monthly,$21.93 ,26,3%,7,google ads,30,3,1
1517,Cloudify,Real Estate,UK,8/26/2024,Pro,monthly,£88.86,26,36%,3,google ads,31,3,1
1587,Zendesk,Education,USA,11/13/2024,Free,Monthly,"$1,039.20 ",26,43%,7,Google Ads,31,3,1
1443,MarketPro,Marketing,Australia,22-10-2024,Free,Monthly,$4.18 ,4,46%,5,Organic,52,3,1
1586,DataNest,FinTech,Germany,4/12/2024,Free,Monthly,€1.28,8,62%,6,Organic,52,3,1
1171,Notion,Education,U.K.,16-10-2024,Free,Monthly,£17.97,4,6%,8,google ads,52,3,1
1364,DataNest,Marketing,UK,6/9/2024,Free,monthly,£82.39,17,58%,5,LinkedIn Ads,52,3,1
1185,Zendesk,E-commerce,USA,9/3/2024,Free,monthly,$25.71 ,10+,19%,7,google ads,52,3,1
1048,Salesforce,Real Estate,USA,1/3/2024,Basic,Monthly,$187.56 ,10+,29%,5,google ads,52,3,1
1002,Stripe,SaaS,U.S.A.,4/15/2024,Free,monthly,$29.35 ,16,58%,8,Organic,34,3,0
1628,DataNest,Real Estate,UK,5/16/2024,Free,monthly,£1.97,4,25%,5,google ads,33,3,1
1705,Cloudify,E-commerce,USA,6/7/2024,Free,Monthly,$2.80 ,9,24%,5,Referral,33,3,1
1976,DataNest,Education,UK,23-04-2024,Free,Monthly,£31.29,10,45%,5,Organic,33,3,1
1405,Notion,Education,Germany,2/8/2024,Free,Monthly,€36.39,26,26%,11,Google Ads,33,3,1
2168,Salesforce,Healthcare,DE,9/13/2024,Free,Monthly,€2.25,5,38%,2,Organic,34,3,1
1454,MarketPro,SaaS,Canada,1/13/2024,Free,Monthly,$23.57 ,19,59%,7,Referral,34,3,1
1425,Stripe,Healthcare,U.S.A.,11/21/2024,Basic,Monthly,$141.01 ,10+,37%,4,google ads,34,3,1
1271,Cloudify,SaaS,USA,8/4/2024,Basic,Monthly,$66.43 ,5,6%,7,google ads,34,3,1
1046,MarketPro,Education,USA,3/2/2024,Free,Monthly,$32.85 ,21,16%,10,Google Ads,34,3,1
1739,Cloudify,Real Estate,UK,9/20/2024,Free,monthly,£8.32,10+,17%,4,Organic,35,3,1
1932,DataNest,Real Estate,DE,1/6/2024,Free,monthly,€4.56,27,7%,4,Google Ads,35,3,1
1805,HubSpot,SaaS,United Kingdom,3/9/2024,Free,monthly,£12.27,10+,29%,8,Google Ads,37,3,1
2038,Stripe,FinTech,USA,13-03-2024,Free,monthly,$9.67 ,7,40%,7,google ads,38,3,1
2089,DataNest,SaaS,UK,10/7/2024,Free,monthly,£2.63,15,29%,8,Google Ads,38,3,1
1822,MarketPro,Healthcare,Canada,10/21/2024,Free,Monthly,$43.33 ,15,13%,5,Google Ads,39,3,1
1871,DataNest,Marketing,UK,18-05-2024,Free,Monthly,£18.2,26,24%,6,google ads,39,3,1
1763,Salesforce,E-commerce,DE,12/1/2024,Free,Monthly,€7.76,110,35%,3,Google Ads,40,3,1
1356,MarketPro,Marketing,USA,18-07-2024,Free,Monthly,$1.01 ,29,29%,4,google ads,40,3,1
1834,Salesforce,FinTech,USA,1/16/2024,Free,monthly,$26.17 ,10+,8%,5,Google Ads,40,3,1
1380,Cloudify,Education,India,6/18/2024,Free,Monthly,$12.61 ,10+,42%,7,Organic,40,3,1
1380,Cloudify,Education,India,6/18/2024,Free,Monthly,$12.61 ,10+,42%,7,Organic,40,3,1
1492,Zendesk,Real Estate,Australia,6/12/2024,Free,Monthly,$1.24 ,15,27%,8,Google Ads,42,3,1
1784,HubSpot,Education,UK,4/11/2024,Free,Monthly,£23.97,10+,34%,6,Google Ads,46,3,1
1774,FinCorp,E-commerce,U.K.,25-11-2024,Free,Monthly,£26.76,21,41%,5,Google Ads,47,3,1
1052,FinCorp,FinTech,USA,1/4/2024,Free,monthly,$22.31 ,10+,31%,1,Referral,49,3,1
1898,Salesforce,FinTech,USA,12/12/2024,Free,Monthly,$19.03 ,21,19%,5,Google Ads,49,3,1
1862,Zendesk,SaaS,USA,19-12-2024,Free,Monthly,$24.89 ,21,7%,6,google ads,49,3,1
1808,HubSpot,Marketing,USA,12/27/2024,Free,Monthly,$23.02 ,12,16%,7,google ads,50,3,1
1994,DataNest,SaaS,UK,8/15/2024,Free,Monthly,£57.06,18,40%,6,Google Ads,52,3,1
2082,Zendesk,E-commerce,Australia,4/15/2024,Free,Monthly,$2.99 ,16,41%,9,google ads,52,3,1
2044,HubSpot,Marketing,United Kingdom,9/10/2024,Free,Monthly,£8.97,22,122%,5,Google Ads,54,3,1
1262,HubSpot,SaaS,UK,8/28/2024,Free,Monthly,£1.66,1,30%,5,Google Ads,57,3,1
1221,Cloudify,Education,India,10/27/2024,Free,monthly,$8.52 ,26,14%,6,Organic,59,3,1
1516,Notion,Real Estate,U.K.,4/7/2024,Basic,Monthly,£100.71,1,74%,4,Google Ads,30+,3,1
1727,HubSpot,Real Estate,United Kingdom,23-11-2024,Free,monthly,£24.21,7,28%,5,Organic,34,3,1
1772,HubSpot,Education,USA,4/7/2024,Free,Monthly,$26.89 ,2,28%,5,Organic,34,3,1
1905,HubSpot,Healthcare,USA,9/10/2024,Free,Monthly,$19.45 ,11,10%,5,Google Ads,34,3,1
1025,Notion,E-commerce,UK,3/24/2024,Free,Monthly,£62.53,11,15%,5,Google Ads,34,3,1
1662,Stripe,Healthcare,Canada,6/15/2024,Free,Monthly,$0.73 ,28,15%,7,Google Ads,30+,3,1
1756,FinCorp,FinTech,USA,12/19/2024,Free,Monthly,$11.90 ,23,16%,3,LinkedIn Ads,30+,3,1
2091,HubSpot,Marketing,USA,3/24/2024,Basic,Annual,$433.06 ,26,43%,8,Direct,30+,3,1
1456,DataNest,FinTech,Germany,6/11/2024,Free,Monthly,€5.64,25,15%,9,google ads,30+,3,1
1577,HubSpot,SaaS,United Kingdom,15-08-2024,Free,monthly,£3.03,1,21%,9,Google Ads,30+,3,1
